onset	duration	sample	value
29.508	0	14754	PHOTO 5Hz           
29.51	0	14755	Photo/HV mark
29.71	0	14855	Photo/HV mark
29.91	0	14955	Photo/HV mark
30.11	0	15055	Photo/HV mark
30.31	0	15155	Photo/HV mark
30.51	0	15255	Photo/HV mark
30.71	0	15355	Photo/HV mark
30.91	0	15455	Photo/HV mark
31.11	0	15555	Photo/HV mark
31.31	0	15655	Photo/HV mark
31.51	0	15755	Photo/HV mark
31.71	0	15855	Photo/HV mark
31.91	0	15955	Photo/HV mark
32.11	0	16055	Photo/HV mark
32.31	0	16155	Photo/HV mark
32.51	0	16255	Photo/HV mark
32.71	0	16355	Photo/HV mark
32.91	0	16455	Photo/HV mark
32.999	0	16499.5	open eyes
33.11	0	16555	Photo/HV mark
33.31	0	16655	Photo/HV mark
33.51	0	16755	Photo/HV mark
33.71	0	16855	Photo/HV mark
33.91	0	16955	Photo/HV mark
34.11	0	17055	Photo/HV mark
34.31	0	17155	Photo/HV mark
34.51	0	17255	Photo/HV mark
34.71	0	17355	Photo/HV mark
34.91	0	17455	Photo/HV mark
35.11	0	17555	Photo/HV mark
35.31	0	17655	Photo/HV mark
35.51	0	17755	Photo/HV mark
35.71	0	17855	Photo/HV mark
35.91	0	17955	Photo/HV mark
36.11	0	18055	Photo/HV mark
36.214	0	18107	closed eyes
36.31	0	18155	Photo/HV mark
36.51	0	18255	Photo/HV mark
36.71	0	18355	Photo/HV mark
36.91	0	18455	Photo/HV mark
37.11	0	18555	Photo/HV mark
37.31	0	18655	Photo/HV mark
37.51	0	18755	Photo/HV mark
37.71	0	18855	Photo/HV mark
37.91	0	18955	Photo/HV mark
38.11	0	19055	Photo/HV mark
38.31	0	19155	Photo/HV mark
38.51	0	19255	Photo/HV mark
38.71	0	19355	Photo/HV mark
38.91	0	19455	Photo/HV mark
39.11	0	19555	Photo/HV mark
39.31	0	19655	Photo/HV mark
39.51	0	19755	Photo/HV mark
45.877	0	22938.5	eye movement
49.508	0	24754	Photo/HV mark
49.555	0	24777.5	PHOTO 10Hz          
49.608	0	24804	Photo/HV mark
49.708	0	24854	Photo/HV mark
49.808	0	24904	Photo/HV mark
49.908	0	24954	Photo/HV mark
50.008	0	25004	Photo/HV mark
50.108	0	25054	Photo/HV mark
50.208	0	25104	Photo/HV mark
50.308	0	25154	Photo/HV mark
50.408	0	25204	Photo/HV mark
50.508	0	25254	Photo/HV mark
50.608	0	25304	Photo/HV mark
50.708	0	25354	Photo/HV mark
50.808	0	25404	Photo/HV mark
50.908	0	25454	Photo/HV mark
51.008	0	25504	Photo/HV mark
51.108	0	25554	Photo/HV mark
51.208	0	25604	Photo/HV mark
51.308	0	25654	Photo/HV mark
51.408	0	25704	Photo/HV mark
51.508	0	25754	Photo/HV mark
51.608	0	25804	Photo/HV mark
51.708	0	25854	Photo/HV mark
51.808	0	25904	Photo/HV mark
51.908	0	25954	Photo/HV mark
52.008	0	26004	Photo/HV mark
52.108	0	26054	Photo/HV mark
52.208	0	26104	Photo/HV mark
52.308	0	26154	Photo/HV mark
