onset	duration	sample	value
16.491	0	8245.5	PHOTO 5Hz           
16.494	0	8247	Photo/HV mark
16.694	0	8347	Photo/HV mark
16.894	0	8447	Photo/HV mark
17.094	0	8547	Photo/HV mark
17.294	0	8647	Photo/HV mark
17.494	0	8747	Photo/HV mark
17.694	0	8847	Photo/HV mark
17.894	0	8947	Photo/HV mark
18.094	0	9047	Photo/HV mark
18.294	0	9147	Photo/HV mark
18.494	0	9247	Photo/HV mark
18.632	0	9316	open eyes
18.694	0	9347	Photo/HV mark
18.894	0	9447	Photo/HV mark
19.094	0	9547	Photo/HV mark
19.294	0	9647	Photo/HV mark
19.494	0	9747	Photo/HV mark
19.694	0	9847	Photo/HV mark
19.894	0	9947	Photo/HV mark
20.094	0	10047	Photo/HV mark
20.294	0	10147	Photo/HV mark
20.494	0	10247	Photo/HV mark
20.694	0	10347	Photo/HV mark
20.894	0	10447	Photo/HV mark
21.094	0	10547	Photo/HV mark
21.294	0	10647	Photo/HV mark
21.494	0	10747	Photo/HV mark
21.694	0	10847	Photo/HV mark
21.72	0	10860	closed eyes
21.894	0	10947	Photo/HV mark
22.094	0	11047	Photo/HV mark
22.294	0	11147	Photo/HV mark
22.494	0	11247	Photo/HV mark
22.694	0	11347	Photo/HV mark
22.894	0	11447	Photo/HV mark
23.094	0	11547	Photo/HV mark
23.294	0	11647	Photo/HV mark
23.494	0	11747	Photo/HV mark
23.694	0	11847	Photo/HV mark
23.894	0	11947	Photo/HV mark
24.094	0	12047	Photo/HV mark
24.294	0	12147	Photo/HV mark
24.494	0	12247	Photo/HV mark
24.692	0	12346	Photo/HV mark
24.892	0	12446	Photo/HV mark
25.092	0	12546	Photo/HV mark
25.292	0	12646	Photo/HV mark
25.492	0	12746	Photo/HV mark
25.692	0	12846	Photo/HV mark
25.892	0	12946	Photo/HV mark
26.092	0	13046	Photo/HV mark
26.292	0	13146	Photo/HV mark
26.492	0	13246	Photo/HV mark
36.492	0	18246	Photo/HV mark
36.56	0	18280	PHOTO 10Hz          
36.592	0	18296	Photo/HV mark
36.692	0	18346	Photo/HV mark
36.792	0	18396	Photo/HV mark
36.892	0	18446	Photo/HV mark
36.992	0	18496	Photo/HV mark
37.092	0	18546	Photo/HV mark
37.192	0	18596	Photo/HV mark
37.292	0	18646	Photo/HV mark
37.392	0	18696	Photo/HV mark
37.492	0	18746	Photo/HV mark
37.592	0	18796	Photo/HV mark
37.692	0	18846	Photo/HV mark
37.792	0	18896	Photo/HV mark
37.892	0	18946	Photo/HV mark
37.992	0	18996	Photo/HV mark
38.038	0	19019	open eyes
38.092	0	19046	Photo/HV mark
38.192	0	19096	Photo/HV mark
38.292	0	19146	Photo/HV mark
38.392	0	19196	Photo/HV mark
38.492	0	19246	Photo/HV mark
38.592	0	19296	Photo/HV mark
38.692	0	19346	Photo/HV mark
38.792	0	19396	Photo/HV mark
38.892	0	19446	Photo/HV mark
38.992	0	19496	Photo/HV mark
39.092	0	19546	Photo/HV mark
39.192	0	19596	Photo/HV mark
39.292	0	19646	Photo/HV mark
39.392	0	19696	Photo/HV mark
39.492	0	19746	Photo/HV mark
39.592	0	19796	Photo/HV mark
39.692	0	19846	Photo/HV mark
39.792	0	19896	Photo/HV mark
39.892	0	19946	Photo/HV mark
39.992	0	19996	Photo/HV mark
40.092	0	20046	Photo/HV mark
40.192	0	20096	Photo/HV mark
40.292	0	20146	Photo/HV mark
40.392	0	20196	Photo/HV mark
40.492	0	20246	Photo/HV mark
40.592	0	20296	Photo/HV mark
40.692	0	20346	Photo/HV mark
40.792	0	20396	Photo/HV mark
40.892	0	20446	Photo/HV mark
40.992	0	20496	Photo/HV mark
41.092	0	20546	Photo/HV mark
41.192	0	20596	Photo/HV mark
41.292	0	20646	Photo/HV mark
41.344	0	20672	closed eyes
41.392	0	20696	Photo/HV mark
41.492	0	20746	Photo/HV mark
41.592	0	20796	Photo/HV mark
41.692	0	20846	Photo/HV mark
41.792	0	20896	Photo/HV mark
41.892	0	20946	Photo/HV mark
41.992	0	20996	Photo/HV mark
42.092	0	21046	Photo/HV mark
42.192	0	21096	Photo/HV mark
42.292	0	21146	Photo/HV mark
42.392	0	21196	Photo/HV mark
42.492	0	21246	Photo/HV mark
42.592	0	21296	Photo/HV mark
42.692	0	21346	Photo/HV mark
42.792	0	21396	Photo/HV mark
42.892	0	21446	Photo/HV mark
42.992	0	21496	Photo/HV mark
43.092	0	21546	Photo/HV mark
43.192	0	21596	Photo/HV mark
43.292	0	21646	Photo/HV mark
43.392	0	21696	Photo/HV mark
43.492	0	21746	Photo/HV mark
43.592	0	21796	Photo/HV mark
43.692	0	21846	Photo/HV mark
