onset	duration	sample	value
0.448	0	224	PHOTO 5Hz           
0.45	0	225	Photo/HV mark
0.65	0	325	Photo/HV mark
0.85	0	425	Photo/HV mark
1.05	0	525	Photo/HV mark
1.25	0	625	Photo/HV mark
1.45	0	725	Photo/HV mark
1.65	0	825	Photo/HV mark
1.85	0	925	Photo/HV mark
2.05	0	1025	Photo/HV mark
2.25	0	1125	Photo/HV mark
2.45	0	1225	Photo/HV mark
2.65	0	1325	Photo/HV mark
2.66	0	1330	open eyes
2.85	0	1425	Photo/HV mark
3.05	0	1525	Photo/HV mark
3.25	0	1625	Photo/HV mark
3.45	0	1725	Photo/HV mark
3.65	0	1825	Photo/HV mark
3.85	0	1925	Photo/HV mark
4.05	0	2025	Photo/HV mark
4.25	0	2125	Photo/HV mark
4.45	0	2225	Photo/HV mark
4.65	0	2325	Photo/HV mark
4.85	0	2425	Photo/HV mark
5.05	0	2525	Photo/HV mark
5.25	0	2625	Photo/HV mark
5.45	0	2725	Photo/HV mark
5.65	0	2825	Photo/HV mark
5.787	0	2893.5	closed eyes
5.85	0	2925	Photo/HV mark
6.05	0	3025	Photo/HV mark
6.25	0	3125	Photo/HV mark
6.45	0	3225	Photo/HV mark
6.65	0	3325	Photo/HV mark
6.85	0	3425	Photo/HV mark
7.05	0	3525	Photo/HV mark
7.25	0	3625	Photo/HV mark
7.45	0	3725	Photo/HV mark
7.65	0	3825	Photo/HV mark
7.85	0	3925	Photo/HV mark
8.05	0	4025	Photo/HV mark
8.25	0	4125	Photo/HV mark
8.45	0	4225	Photo/HV mark
8.65	0	4325	Photo/HV mark
8.85	0	4425	Photo/HV mark
9.05	0	4525	Photo/HV mark
9.25	0	4625	Photo/HV mark
9.45	0	4725	Photo/HV mark
9.65	0	4825	Photo/HV mark
9.85	0	4925	Photo/HV mark
10.05	0	5025	Photo/HV mark
10.25	0	5125	Photo/HV mark
10.45	0	5225	Photo/HV mark
12.819	0	6409.5	Swallowing
20.448	0	10224	Photo/HV mark
20.469	0	10234.5	PHOTO 10Hz          
20.548	0	10274	Photo/HV mark
20.648	0	10324	Photo/HV mark
20.748	0	10374	Photo/HV mark
20.848	0	10424	Photo/HV mark
20.948	0	10474	Photo/HV mark
21.048	0	10524	Photo/HV mark
21.148	0	10574	Photo/HV mark
21.248	0	10624	Photo/HV mark
21.348	0	10674	Photo/HV mark
21.448	0	10724	Photo/HV mark
21.548	0	10774	Photo/HV mark
21.648	0	10824	Photo/HV mark
21.748	0	10874	Photo/HV mark
21.848	0	10924	Photo/HV mark
21.948	0	10974	Photo/HV mark
22.048	0	11024	Photo/HV mark
22.148	0	11074	Photo/HV mark
22.248	0	11124	Photo/HV mark
22.348	0	11174	Photo/HV mark
22.448	0	11224	Photo/HV mark
22.474	0	11237	open eyes
22.548	0	11274	Photo/HV mark
22.648	0	11324	Photo/HV mark
22.748	0	11374	Photo/HV mark
22.848	0	11424	Photo/HV mark
22.948	0	11474	Photo/HV mark
23.048	0	11524	Photo/HV mark
23.148	0	11574	Photo/HV mark
23.248	0	11624	Photo/HV mark
23.348	0	11674	Photo/HV mark
23.448	0	11724	Photo/HV mark
23.548	0	11774	Photo/HV mark
23.648	0	11824	Photo/HV mark
23.748	0	11874	Photo/HV mark
23.848	0	11924	Photo/HV mark
23.948	0	11974	Photo/HV mark
24.048	0	12024	Photo/HV mark
24.148	0	12074	Photo/HV mark
24.248	0	12124	Photo/HV mark
24.348	0	12174	Photo/HV mark
24.448	0	12224	Photo/HV mark
24.548	0	12274	Photo/HV mark
24.648	0	12324	Photo/HV mark
24.748	0	12374	Photo/HV mark
24.848	0	12424	Photo/HV mark
24.948	0	12474	Photo/HV mark
25.048	0	12524	Photo/HV mark
25.148	0	12574	Photo/HV mark
25.248	0	12624	Photo/HV mark
25.348	0	12674	Photo/HV mark
25.448	0	12724	Photo/HV mark
25.548	0	12774	Photo/HV mark
25.648	0	12824	Photo/HV mark
25.748	0	12874	Photo/HV mark
25.848	0	12924	Photo/HV mark
25.948	0	12974	Photo/HV mark
26.048	0	13024	Photo/HV mark
26.148	0	13074	Photo/HV mark
26.248	0	13124	Photo/HV mark
26.348	0	13174	Photo/HV mark
26.377	0	13188.5	closed eyes
26.448	0	13224	Photo/HV mark
26.548	0	13274	Photo/HV mark
26.648	0	13324	Photo/HV mark
26.748	0	13374	Photo/HV mark
26.848	0	13424	Photo/HV mark
26.948	0	13474	Photo/HV mark
27.048	0	13524	Photo/HV mark
27.148	0	13574	Photo/HV mark
27.248	0	13624	Photo/HV mark
27.348	0	13674	Photo/HV mark
27.448	0	13724	Photo/HV mark
27.548	0	13774	Photo/HV mark
27.648	0	13824	Photo/HV mark
27.748	0	13874	Photo/HV mark
27.848	0	13924	Photo/HV mark
27.948	0	13974	Photo/HV mark
28.048	0	14024	Photo/HV mark
28.148	0	14074	Photo/HV mark
28.248	0	14124	Photo/HV mark
28.348	0	14174	Photo/HV mark
28.448	0	14224	Photo/HV mark
28.548	0	14274	Photo/HV mark
28.648	0	14324	Photo/HV mark
28.748	0	14374	Photo/HV mark
28.848	0	14424	Photo/HV mark
28.948	0	14474	Photo/HV mark
29.048	0	14524	Photo/HV mark
29.148	0	14574	Photo/HV mark
29.248	0	14624	Photo/HV mark
29.348	0	14674	Photo/HV mark
29.448	0	14724	Photo/HV mark
29.548	0	14774	Photo/HV mark
29.648	0	14824	Photo/HV mark
29.748	0	14874	Photo/HV mark
29.848	0	14924	Photo/HV mark
29.948	0	14974	Photo/HV mark
30.048	0	15024	Photo/HV mark
30.148	0	15074	Photo/HV mark
30.248	0	15124	Photo/HV mark
30.348	0	15174	Photo/HV mark
30.448	0	15224	Photo/HV mark
37.465	0	18732.5	Swallowing
40.446	0	20223	Photo/HV mark
40.455	0	20227.5	PHOTO 15Hz          
40.514	0	20257	Photo/HV mark
40.58	0	20290	Photo/HV mark
40.646	0	20323	Photo/HV mark
40.714	0	20357	Photo/HV mark
40.78	0	20390	Photo/HV mark
40.846	0	20423	Photo/HV mark
40.914	0	20457	Photo/HV mark
40.98	0	20490	Photo/HV mark
41.046	0	20523	Photo/HV mark
41.114	0	20557	Photo/HV mark
41.18	0	20590	Photo/HV mark
41.246	0	20623	Photo/HV mark
41.312	0	20656	Photo/HV mark
41.38	0	20690	Photo/HV mark
41.446	0	20723	Photo/HV mark
41.512	0	20756	Photo/HV mark
41.58	0	20790	Photo/HV mark
41.646	0	20823	Photo/HV mark
41.712	0	20856	Photo/HV mark
41.78	0	20890	Photo/HV mark
41.846	0	20923	Photo/HV mark
41.912	0	20956	Photo/HV mark
41.98	0	20990	Photo/HV mark
42.046	0	21023	Photo/HV mark
42.112	0	21056	Photo/HV mark
42.18	0	21090	Photo/HV mark
42.246	0	21123	Photo/HV mark
42.312	0	21156	Photo/HV mark
42.38	0	21190	Photo/HV mark
42.446	0	21223	Photo/HV mark
42.512	0	21256	Photo/HV mark
42.58	0	21290	Photo/HV mark
42.646	0	21323	Photo/HV mark
42.712	0	21356	Photo/HV mark
42.78	0	21390	Photo/HV mark
42.831	0	21415.5	open eyes
42.846	0	21423	Photo/HV mark
42.912	0	21456	Photo/HV mark
42.98	0	21490	Photo/HV mark
43.046	0	21523	Photo/HV mark
43.112	0	21556	Photo/HV mark
43.18	0	21590	Photo/HV mark
43.246	0	21623	Photo/HV mark
43.312	0	21656	Photo/HV mark
43.38	0	21690	Photo/HV mark
43.446	0	21723	Photo/HV mark
43.512	0	21756	Photo/HV mark
43.58	0	21790	Photo/HV mark
43.646	0	21823	Photo/HV mark
43.712	0	21856	Photo/HV mark
43.78	0	21890	Photo/HV mark
43.846	0	21923	Photo/HV mark
43.912	0	21956	Photo/HV mark
43.978	0	21989	Photo/HV mark
44.046	0	22023	Photo/HV mark
44.112	0	22056	Photo/HV mark
44.178	0	22089	Photo/HV mark
44.246	0	22123	Photo/HV mark
44.312	0	22156	Photo/HV mark
