onset	duration	sample	value
12.328	0	6164	Photo/HV mark
12.528	0	6264	Photo/HV mark
12.728	0	6364	Photo/HV mark
12.825	0	6412.5	PHOTO 5Hz           
12.928	0	6464	Photo/HV mark
13.128	0	6564	Photo/HV mark
13.328	0	6664	Photo/HV mark
13.528	0	6764	Photo/HV mark
13.728	0	6864	Photo/HV mark
13.928	0	6964	Photo/HV mark
14.128	0	7064	Photo/HV mark
14.328	0	7164	Photo/HV mark
14.528	0	7264	Photo/HV mark
14.728	0	7364	Photo/HV mark
14.928	0	7464	Photo/HV mark
15.128	0	7564	Photo/HV mark
15.225	0	7612.5	open eyes
15.328	0	7664	Photo/HV mark
15.528	0	7764	Photo/HV mark
15.728	0	7864	Photo/HV mark
15.928	0	7964	Photo/HV mark
16.128	0	8064	Photo/HV mark
16.328	0	8164	Photo/HV mark
16.528	0	8264	Photo/HV mark
16.728	0	8364	Photo/HV mark
16.928	0	8464	Photo/HV mark
17.128	0	8564	Photo/HV mark
17.328	0	8664	Photo/HV mark
17.528	0	8764	Photo/HV mark
17.728	0	8864	Photo/HV mark
17.928	0	8964	Photo/HV mark
18.128	0	9064	Photo/HV mark
18.328	0	9164	Photo/HV mark
18.528	0	9264	Photo/HV mark
18.728	0	9364	Photo/HV mark
18.928	0	9464	Photo/HV mark
19.128	0	9564	Photo/HV mark
19.328	0	9664	Photo/HV mark
19.528	0	9764	Photo/HV mark
19.728	0	9864	Photo/HV mark
19.928	0	9964	Photo/HV mark
19.936	0	9968	closed eyes
20.128	0	10064	Photo/HV mark
20.328	0	10164	Photo/HV mark
20.528	0	10264	Photo/HV mark
20.728	0	10364	Photo/HV mark
20.928	0	10464	Photo/HV mark
21.128	0	10564	Photo/HV mark
21.328	0	10664	Photo/HV mark
21.528	0	10764	Photo/HV mark
21.728	0	10864	Photo/HV mark
21.928	0	10964	Photo/HV mark
22.128	0	11064	Photo/HV mark
22.328	0	11164	Photo/HV mark
32.326	0	16163	Photo/HV mark
32.426	0	16213	Photo/HV mark
32.526	0	16263	Photo/HV mark
32.626	0	16313	Photo/HV mark
32.726	0	16363	Photo/HV mark
32.826	0	16413	Photo/HV mark
32.87	0	16435	PHOTO 10Hz          
32.926	0	16463	Photo/HV mark
33.026	0	16513	Photo/HV mark
33.126	0	16563	Photo/HV mark
33.226	0	16613	Photo/HV mark
33.326	0	16663	Photo/HV mark
33.426	0	16713	Photo/HV mark
33.526	0	16763	Photo/HV mark
33.626	0	16813	Photo/HV mark
33.726	0	16863	Photo/HV mark
33.826	0	16913	Photo/HV mark
33.926	0	16963	Photo/HV mark
34.026	0	17013	Photo/HV mark
34.126	0	17063	Photo/HV mark
34.226	0	17113	Photo/HV mark
34.326	0	17163	Photo/HV mark
34.426	0	17213	Photo/HV mark
34.526	0	17263	Photo/HV mark
34.626	0	17313	Photo/HV mark
34.726	0	17363	Photo/HV mark
34.826	0	17413	Photo/HV mark
34.926	0	17463	Photo/HV mark
35.026	0	17513	Photo/HV mark
35.126	0	17563	Photo/HV mark
35.226	0	17613	Photo/HV mark
35.326	0	17663	Photo/HV mark
35.426	0	17713	Photo/HV mark
35.526	0	17763	Photo/HV mark
35.544	0	17772	open eyes
35.626	0	17813	Photo/HV mark
35.726	0	17863	Photo/HV mark
35.826	0	17913	Photo/HV mark
35.926	0	17963	Photo/HV mark
36.026	0	18013	Photo/HV mark
36.126	0	18063	Photo/HV mark
36.226	0	18113	Photo/HV mark
36.326	0	18163	Photo/HV mark
36.426	0	18213	Photo/HV mark
36.526	0	18263	Photo/HV mark
36.626	0	18313	Photo/HV mark
36.726	0	18363	Photo/HV mark
36.826	0	18413	Photo/HV mark
36.926	0	18463	Photo/HV mark
37.026	0	18513	Photo/HV mark
37.126	0	18563	Photo/HV mark
37.226	0	18613	Photo/HV mark
37.326	0	18663	Photo/HV mark
37.426	0	18713	Photo/HV mark
37.526	0	18763	Photo/HV mark
37.626	0	18813	Photo/HV mark
37.726	0	18863	Photo/HV mark
37.826	0	18913	Photo/HV mark
37.926	0	18963	Photo/HV mark
38.026	0	19013	Photo/HV mark
38.126	0	19063	Photo/HV mark
38.226	0	19113	Photo/HV mark
38.326	0	19163	Photo/HV mark
38.426	0	19213	Photo/HV mark
38.526	0	19263	Photo/HV mark
38.626	0	19313	Photo/HV mark
38.726	0	19363	Photo/HV mark
38.826	0	19413	Photo/HV mark
38.926	0	19463	Photo/HV mark
38.99	0	19495	closed eyes
39.026	0	19513	Photo/HV mark
39.126	0	19563	Photo/HV mark
39.226	0	19613	Photo/HV mark
39.326	0	19663	Photo/HV mark
39.426	0	19713	Photo/HV mark
39.526	0	19763	Photo/HV mark
39.626	0	19813	Photo/HV mark
39.726	0	19863	Photo/HV mark
39.826	0	19913	Photo/HV mark
39.926	0	19963	Photo/HV mark
40.026	0	20013	Photo/HV mark
40.126	0	20063	Photo/HV mark
40.226	0	20113	Photo/HV mark
40.326	0	20163	Photo/HV mark
40.426	0	20213	Photo/HV mark
40.526	0	20263	Photo/HV mark
40.626	0	20313	Photo/HV mark
40.726	0	20363	Photo/HV mark
40.826	0	20413	Photo/HV mark
40.926	0	20463	Photo/HV mark
41.026	0	20513	Photo/HV mark
41.126	0	20563	Photo/HV mark
41.226	0	20613	Photo/HV mark
41.326	0	20663	Photo/HV mark
41.426	0	20713	Photo/HV mark
41.526	0	20763	Photo/HV mark
41.626	0	20813	Photo/HV mark
41.726	0	20863	Photo/HV mark
41.826	0	20913	Photo/HV mark
41.926	0	20963	Photo/HV mark
42.026	0	21013	Photo/HV mark
42.126	0	21063	Photo/HV mark
42.226	0	21113	Photo/HV mark
42.326	0	21163	Photo/HV mark
52.324	0	26162	Photo/HV mark
52.392	0	26196	Photo/HV mark
52.458	0	26229	Photo/HV mark
52.524	0	26262	Photo/HV mark
52.592	0	26296	Photo/HV mark
52.658	0	26329	Photo/HV mark
52.724	0	26362	Photo/HV mark
52.792	0	26396	Photo/HV mark
52.839	0	26419.5	PHOTO 15Hz          
52.858	0	26429	Photo/HV mark
52.924	0	26462	Photo/HV mark
52.99	0	26495	Photo/HV mark
53.058	0	26529	Photo/HV mark
53.124	0	26562	Photo/HV mark
53.19	0	26595	Photo/HV mark
53.258	0	26629	Photo/HV mark
53.324	0	26662	Photo/HV mark
53.39	0	26695	Photo/HV mark
53.458	0	26729	Photo/HV mark
53.524	0	26762	Photo/HV mark
53.59	0	26795	Photo/HV mark
53.658	0	26829	Photo/HV mark
53.724	0	26862	Photo/HV mark
53.79	0	26895	Photo/HV mark
53.858	0	26929	Photo/HV mark
53.924	0	26962	Photo/HV mark
53.99	0	26995	Photo/HV mark
54.058	0	27029	Photo/HV mark
54.124	0	27062	Photo/HV mark
54.19	0	27095	Photo/HV mark
