onset	duration	sample	value
0.676	0	338	PHOTO 5Hz           
0.68	0	340	Photo/HV mark
0.88	0	440	Photo/HV mark
1.08	0	540	Photo/HV mark
1.28	0	640	Photo/HV mark
1.48	0	740	Photo/HV mark
1.68	0	840	Photo/HV mark
1.88	0	940	Photo/HV mark
2.08	0	1040	Photo/HV mark
2.28	0	1140	Photo/HV mark
2.48	0	1240	Photo/HV mark
2.68	0	1340	Photo/HV mark
2.88	0	1440	Photo/HV mark
3.078	0	1539	Photo/HV mark
3.272	0	1636	open eyes
3.278	0	1639	Photo/HV mark
3.478	0	1739	Photo/HV mark
3.678	0	1839	Photo/HV mark
3.878	0	1939	Photo/HV mark
4.078	0	2039	Photo/HV mark
4.278	0	2139	Photo/HV mark
4.478	0	2239	Photo/HV mark
4.678	0	2339	Photo/HV mark
4.878	0	2439	Photo/HV mark
5.078	0	2539	Photo/HV mark
5.278	0	2639	Photo/HV mark
5.478	0	2739	Photo/HV mark
5.678	0	2839	Photo/HV mark
5.878	0	2939	Photo/HV mark
6.078	0	3039	Photo/HV mark
6.278	0	3139	Photo/HV mark
6.478	0	3239	Photo/HV mark
6.678	0	3339	Photo/HV mark
6.878	0	3439	Photo/HV mark
7.078	0	3539	Photo/HV mark
7.278	0	3639	Photo/HV mark
7.456	0	3728	closed eyes
7.478	0	3739	Photo/HV mark
7.678	0	3839	Photo/HV mark
7.878	0	3939	Photo/HV mark
8.078	0	4039	Photo/HV mark
8.248	0	4124	closed eyes
8.278	0	4139	Photo/HV mark
8.478	0	4239	Photo/HV mark
8.678	0	4339	Photo/HV mark
8.878	0	4439	Photo/HV mark
9.078	0	4539	Photo/HV mark
9.278	0	4639	Photo/HV mark
9.478	0	4739	Photo/HV mark
9.678	0	4839	Photo/HV mark
9.878	0	4939	Photo/HV mark
10.078	0	5039	Photo/HV mark
10.278	0	5139	Photo/HV mark
10.478	0	5239	Photo/HV mark
10.678	0	5339	Photo/HV mark
20.678	0	10339	Photo/HV mark
20.69	0	10345	PHOTO 10Hz          
20.778	0	10389	Photo/HV mark
20.878	0	10439	Photo/HV mark
20.978	0	10489	Photo/HV mark
21.078	0	10539	Photo/HV mark
21.178	0	10589	Photo/HV mark
21.278	0	10639	Photo/HV mark
21.378	0	10689	Photo/HV mark
21.478	0	10739	Photo/HV mark
21.578	0	10789	Photo/HV mark
21.678	0	10839	Photo/HV mark
21.778	0	10889	Photo/HV mark
21.878	0	10939	Photo/HV mark
21.978	0	10989	Photo/HV mark
22.078	0	11039	Photo/HV mark
22.178	0	11089	Photo/HV mark
22.278	0	11139	Photo/HV mark
22.378	0	11189	Photo/HV mark
22.478	0	11239	Photo/HV mark
22.578	0	11289	Photo/HV mark
22.678	0	11339	Photo/HV mark
22.778	0	11389	Photo/HV mark
22.878	0	11439	Photo/HV mark
22.978	0	11489	Photo/HV mark
23.078	0	11539	Photo/HV mark
23.178	0	11589	Photo/HV mark
23.278	0	11639	Photo/HV mark
23.378	0	11689	Photo/HV mark
23.478	0	11739	Photo/HV mark
23.578	0	11789	Photo/HV mark
23.678	0	11839	Photo/HV mark
23.778	0	11889	Photo/HV mark
23.878	0	11939	Photo/HV mark
23.978	0	11989	Photo/HV mark
24.078	0	12039	Photo/HV mark
24.178	0	12089	Photo/HV mark
24.278	0	12139	Photo/HV mark
24.378	0	12189	Photo/HV mark
24.478	0	12239	Photo/HV mark
24.578	0	12289	Photo/HV mark
24.678	0	12339	Photo/HV mark
24.778	0	12389	Photo/HV mark
24.878	0	12439	Photo/HV mark
24.978	0	12489	Photo/HV mark
25.078	0	12539	Photo/HV mark
25.178	0	12589	Photo/HV mark
25.278	0	12639	Photo/HV mark
25.378	0	12689	Photo/HV mark
25.476	0	12738	Photo/HV mark
25.576	0	12788	Photo/HV mark
25.676	0	12838	Photo/HV mark
25.776	0	12888	Photo/HV mark
25.876	0	12938	Photo/HV mark
25.976	0	12988	Photo/HV mark
26.076	0	13038	Photo/HV mark
26.176	0	13088	Photo/HV mark
26.276	0	13138	Photo/HV mark
26.376	0	13188	Photo/HV mark
26.476	0	13238	Photo/HV mark
26.576	0	13288	Photo/HV mark
26.676	0	13338	Photo/HV mark
26.776	0	13388	Photo/HV mark
26.876	0	13438	Photo/HV mark
26.976	0	13488	Photo/HV mark
27.076	0	13538	Photo/HV mark
27.176	0	13588	Photo/HV mark
27.276	0	13638	Photo/HV mark
27.376	0	13688	Photo/HV mark
27.476	0	13738	Photo/HV mark
27.576	0	13788	Photo/HV mark
27.676	0	13838	Photo/HV mark
27.776	0	13888	Photo/HV mark
27.876	0	13938	Photo/HV mark
27.976	0	13988	Photo/HV mark
28.076	0	14038	Photo/HV mark
28.176	0	14088	Photo/HV mark
28.276	0	14138	Photo/HV mark
28.376	0	14188	Photo/HV mark
28.476	0	14238	Photo/HV mark
28.576	0	14288	Photo/HV mark
28.676	0	14338	Photo/HV mark
28.776	0	14388	Photo/HV mark
28.876	0	14438	Photo/HV mark
28.976	0	14488	Photo/HV mark
29.076	0	14538	Photo/HV mark
29.176	0	14588	Photo/HV mark
29.276	0	14638	Photo/HV mark
29.376	0	14688	Photo/HV mark
29.476	0	14738	Photo/HV mark
29.576	0	14788	Photo/HV mark
29.676	0	14838	Photo/HV mark
29.776	0	14888	Photo/HV mark
29.876	0	14938	Photo/HV mark
29.976	0	14988	Photo/HV mark
30.076	0	15038	Photo/HV mark
30.176	0	15088	Photo/HV mark
30.276	0	15138	Photo/HV mark
30.376	0	15188	Photo/HV mark
30.476	0	15238	Photo/HV mark
30.576	0	15288	Photo/HV mark
30.676	0	15338	Photo/HV mark
40.676	0	20338	Photo/HV mark
40.692	0	20346	PHOTO 15Hz          
40.742	0	20371	Photo/HV mark
40.808	0	20404	Photo/HV mark
40.876	0	20438	Photo/HV mark
40.942	0	20471	Photo/HV mark
