onset	duration	sample	value
15.385	0	7692.5	PHOTO 5Hz           
15.388	0	7694	Photo/HV mark
15.588	0	7794	Photo/HV mark
15.788	0	7894	Photo/HV mark
15.988	0	7994	Photo/HV mark
16.188	0	8094	Photo/HV mark
16.388	0	8194	Photo/HV mark
16.588	0	8294	Photo/HV mark
16.788	0	8394	Photo/HV mark
16.988	0	8494	Photo/HV mark
17.188	0	8594	Photo/HV mark
17.388	0	8694	Photo/HV mark
17.588	0	8794	Photo/HV mark
17.786	0	8893	Photo/HV mark
17.813	0	8906.5	open eyes
17.986	0	8993	Photo/HV mark
18.186	0	9093	Photo/HV mark
18.386	0	9193	Photo/HV mark
18.586	0	9293	Photo/HV mark
18.786	0	9393	Photo/HV mark
18.986	0	9493	Photo/HV mark
19.186	0	9593	Photo/HV mark
19.386	0	9693	Photo/HV mark
19.586	0	9793	Photo/HV mark
19.786	0	9893	Photo/HV mark
19.986	0	9993	Photo/HV mark
20.186	0	10093	Photo/HV mark
20.386	0	10193	Photo/HV mark
20.586	0	10293	Photo/HV mark
20.786	0	10393	Photo/HV mark
20.986	0	10493	Photo/HV mark
21.178	0	10589	closed eyes
21.186	0	10593	Photo/HV mark
21.386	0	10693	Photo/HV mark
21.586	0	10793	Photo/HV mark
21.786	0	10893	Photo/HV mark
21.986	0	10993	Photo/HV mark
22.186	0	11093	Photo/HV mark
22.386	0	11193	Photo/HV mark
22.586	0	11293	Photo/HV mark
22.786	0	11393	Photo/HV mark
22.986	0	11493	Photo/HV mark
23.186	0	11593	Photo/HV mark
23.386	0	11693	Photo/HV mark
23.586	0	11793	Photo/HV mark
23.786	0	11893	Photo/HV mark
23.986	0	11993	Photo/HV mark
24.186	0	12093	Photo/HV mark
24.386	0	12193	Photo/HV mark
24.586	0	12293	Photo/HV mark
24.786	0	12393	Photo/HV mark
24.986	0	12493	Photo/HV mark
25.186	0	12593	Photo/HV mark
25.386	0	12693	Photo/HV mark
35.386	0	17693	Photo/HV mark
35.425	0	17712.5	PHOTO 10Hz          
35.486	0	17743	Photo/HV mark
35.586	0	17793	Photo/HV mark
35.686	0	17843	Photo/HV mark
35.786	0	17893	Photo/HV mark
35.886	0	17943	Photo/HV mark
35.986	0	17993	Photo/HV mark
36.086	0	18043	Photo/HV mark
36.186	0	18093	Photo/HV mark
36.286	0	18143	Photo/HV mark
36.386	0	18193	Photo/HV mark
36.483	0	18241.5	open eyes
36.486	0	18243	Photo/HV mark
36.586	0	18293	Photo/HV mark
36.686	0	18343	Photo/HV mark
36.786	0	18393	Photo/HV mark
36.886	0	18443	Photo/HV mark
36.986	0	18493	Photo/HV mark
37.086	0	18543	Photo/HV mark
37.186	0	18593	Photo/HV mark
37.286	0	18643	Photo/HV mark
37.386	0	18693	Photo/HV mark
37.486	0	18743	Photo/HV mark
37.586	0	18793	Photo/HV mark
37.686	0	18843	Photo/HV mark
37.786	0	18893	Photo/HV mark
37.886	0	18943	Photo/HV mark
37.986	0	18993	Photo/HV mark
38.086	0	19043	Photo/HV mark
38.186	0	19093	Photo/HV mark
38.286	0	19143	Photo/HV mark
38.386	0	19193	Photo/HV mark
38.486	0	19243	Photo/HV mark
38.586	0	19293	Photo/HV mark
38.686	0	19343	Photo/HV mark
38.786	0	19393	Photo/HV mark
38.886	0	19443	Photo/HV mark
38.986	0	19493	Photo/HV mark
39.086	0	19543	Photo/HV mark
39.186	0	19593	Photo/HV mark
39.286	0	19643	Photo/HV mark
39.386	0	19693	Photo/HV mark
39.486	0	19743	Photo/HV mark
39.586	0	19793	Photo/HV mark
39.686	0	19843	Photo/HV mark
39.786	0	19893	Photo/HV mark
39.824	0	19912	closed eyes
39.886	0	19943	Photo/HV mark
39.986	0	19993	Photo/HV mark
40.084	0	20042	Photo/HV mark
40.184	0	20092	Photo/HV mark
40.284	0	20142	Photo/HV mark
40.384	0	20192	Photo/HV mark
40.484	0	20242	Photo/HV mark
40.584	0	20292	Photo/HV mark
40.684	0	20342	Photo/HV mark
40.784	0	20392	Photo/HV mark
40.884	0	20442	Photo/HV mark
40.984	0	20492	Photo/HV mark
41.084	0	20542	Photo/HV mark
41.184	0	20592	Photo/HV mark
41.284	0	20642	Photo/HV mark
41.384	0	20692	Photo/HV mark
41.484	0	20742	Photo/HV mark
41.584	0	20792	Photo/HV mark
41.684	0	20842	Photo/HV mark
41.784	0	20892	Photo/HV mark
41.884	0	20942	Photo/HV mark
41.984	0	20992	Photo/HV mark
42.084	0	21042	Photo/HV mark
42.184	0	21092	Photo/HV mark
42.284	0	21142	Photo/HV mark
42.384	0	21192	Photo/HV mark
42.484	0	21242	Photo/HV mark
42.584	0	21292	Photo/HV mark
42.684	0	21342	Photo/HV mark
42.784	0	21392	Photo/HV mark
