onset	duration	sample	value
9.518	0	4759	PHOTO 5Hz           
9.524	0	4762	Photo/HV mark
9.724	0	4862	Photo/HV mark
9.924	0	4962	Photo/HV mark
10.124	0	5062	Photo/HV mark
10.324	0	5162	Photo/HV mark
10.524	0	5262	Photo/HV mark
10.724	0	5362	Photo/HV mark
10.924	0	5462	Photo/HV mark
11.124	0	5562	Photo/HV mark
11.324	0	5662	Photo/HV mark
11.514	0	5757	open eyes
11.524	0	5762	Photo/HV mark
11.724	0	5862	Photo/HV mark
11.924	0	5962	Photo/HV mark
12.124	0	6062	Photo/HV mark
12.324	0	6162	Photo/HV mark
12.524	0	6262	Photo/HV mark
12.724	0	6362	Photo/HV mark
12.924	0	6462	Photo/HV mark
13.124	0	6562	Photo/HV mark
13.324	0	6662	Photo/HV mark
13.524	0	6762	Photo/HV mark
13.724	0	6862	Photo/HV mark
13.924	0	6962	Photo/HV mark
14.124	0	7062	Photo/HV mark
14.324	0	7162	Photo/HV mark
14.524	0	7262	Photo/HV mark
14.724	0	7362	Photo/HV mark
14.924	0	7462	Photo/HV mark
15.122	0	7561	Photo/HV mark
15.235	0	7617.5	closed eyes
15.322	0	7661	Photo/HV mark
15.522	0	7761	Photo/HV mark
15.722	0	7861	Photo/HV mark
15.922	0	7961	Photo/HV mark
16.122	0	8061	Photo/HV mark
16.322	0	8161	Photo/HV mark
16.522	0	8261	Photo/HV mark
16.722	0	8361	Photo/HV mark
16.922	0	8461	Photo/HV mark
17.122	0	8561	Photo/HV mark
17.322	0	8661	Photo/HV mark
17.522	0	8761	Photo/HV mark
17.722	0	8861	Photo/HV mark
17.922	0	8961	Photo/HV mark
18.122	0	9061	Photo/HV mark
18.322	0	9161	Photo/HV mark
18.522	0	9261	Photo/HV mark
18.722	0	9361	Photo/HV mark
18.922	0	9461	Photo/HV mark
19.122	0	9561	Photo/HV mark
19.322	0	9661	Photo/HV mark
19.522	0	9761	Photo/HV mark
29.522	0	14761	Photo/HV mark
29.585	0	14792.5	PHOTO 10Hz          
29.622	0	14811	Photo/HV mark
29.722	0	14861	Photo/HV mark
29.822	0	14911	Photo/HV mark
29.922	0	14961	Photo/HV mark
30.022	0	15011	Photo/HV mark
30.122	0	15061	Photo/HV mark
30.222	0	15111	Photo/HV mark
30.322	0	15161	Photo/HV mark
30.422	0	15211	Photo/HV mark
30.522	0	15261	Photo/HV mark
30.622	0	15311	Photo/HV mark
30.722	0	15361	Photo/HV mark
30.822	0	15411	Photo/HV mark
30.888	0	15444	open eyes
